level,sentence
2,지금 문을 열어도 좋아요
2,지금 문을 열어도 괜찮아요
2,밥을 많이 먹어도 돼요?
2,밥을 많이 먹어도 좋아요?
2,밥을 많이 먹어도 괜찮아요?
2,포도 
2,참외껍질을 벗길 준비가 됐어요?
2,원래 대학교에 갈 계획이 있었지만 수능을 잘 못 봐서 대학교에 갈 수 없었어요
2,참치를 잡으러 그 섬에 갈 계획이 있어요
2,그 권리에 대해 얘기하려고 변호사가 판사를 내일 만날 예정이에요
2,그 권리에 대해 얘기하려고 변호사가 판사를 내일 만날 예정이에요
2,그 권리에 대해 얘기하려고 변호사가 판사를 내일 만날 예정이에요
2,증상 
2,증상이 계속 나타나면 병원에 올 준비를 하세요
2,참치를 잡으러 그 섬에 갈 계획이 있어요
2,우리 사업규모를 내년에 늘릴 계획이 있어요
2,우리는 소규모 장소에서 시작할 준비가 됐어요
2,제품을 대규모로 안 팔아서 이 일을 그만둘 계획이 있어요
2,우리는 아직 대규모 공장에서 할 준비가 안 되었어요
2,우리는 소규모 장소에서 시작할 준비가 됐어요
2,제품을 대규모로 안 팔아서 이 일을 그만둘 계획이 있어요
2,우리는 아직 대규모 공장에서 할 준비가 안 되었어요
2,그런 불쌍한 애기들을 눈앞에 아직 볼 준비가 안 됐어요
2,굽다 
2,공원에 가서 삼겹살을 다 같이 구울 계획이 있어요
2,몸을 굽힐 준비를 하세요
2,몸을 뒤로 굽히고 스트레칭을 할 준비가 되었어요?
2,구부러져 있는 길에서 아직 운전할 준비가 안 됐어요
2,방어하다 
2,우리 나라를 방어할 준비가 됐습니까?
2,그만두다 
2,벗기다 
2,참외껍질을 벗길 준비가 됐어요?
2,굽다 
2,그런 불쌍한 애기들을 눈앞에서 아직 볼 준비가 안 됐어요
2,우리는 10시에 만날 예정이에요
2,수업이 4시쯤에 시작될 예정이에요
2,학생들이 수능을 다음 달에 볼 예정이에요
2,비행기가 9시에 출발할 예정이지만 눈이 많이 와서 못 출발할 것 같아요
2,그 권리에 대해 얘기하려고 변호사가 판사를 내일 만날 예정이에요
2,참치를 잡으러 그 섬에 갈 계획이 있어요
2,제품을 대규모로 안 팔아서 이 일을 그만둘 계획이 있어요
2,우리 사업규모를 내년에 늘릴 계획이 있어요
2,공원에 가서 삼겹살을 다 같이 구울 계획이 있어요
2,제가 친구를 만날 계획이 있었지만 친구는 안 왔어요
2,원래 대학교에 갈 계획이 있었지만 수능을 잘 못 봐서 대학교에 갈 수 없었어요
2,저는 지금 갈 준비가 됐어요
2,저는 아무 때나 일을 시작할 준비가 됐어요
2,그 병의 증상을 설명할 준비가 되었어요
2,우리는 소규모 장소에서 시작할 준비가 됐어요
2,저는 아직 결혼할 준비가 되지 않았어요
2,저는 5분 후에 갈 예정이었지만 아직 갈 준비가 안 됐다
2,우리는 아직 대규모 공장에서 할 준비가 안 되었어요
2,구부러져 있는 길에서 아직 운전할 준비가 안 됐어요
2,그런 불쌍한 애기들을 눈앞에서 아직 볼 준비가 안 됐어요
2,파티에 갈 준비가 됐어요?
2,비행기가 아직 출발할 준비가 안 됐습니까?
2,참외껍질을 벗길 준비가 됐어요?
2,우리 나라를 방어할 준비가 됐습니까?
2,1년 동안 채식주의자가 될 준비가 되었어요?
2,몸을 뒤로 굽히고 스트레칭을 할 준비가 되었어요?
2,빨리 올라와
2,빨리 올라와요
2,빨리 올라오셔요
2,밥을 준비하세요!
2,모든 것을 준비하세요!
2,갈 준비를 하세요
2,먹을 준비를 하세요
2,공부할 준비를 하세요
2,갈 준비하세요
2,먹을 준비하세요
2,공부할 준비하세요
2,몸을 굽힐 준비를 하세요
2,수능을 볼 준비를 하세요
2,일을 곧 그만둘 준비를 하세요
2,증상이 계속 나타나면 병원에 올 준비를 하세요
2,저는 지금 갈 준비
2,밥을 준비했어요
2,밥이 준비되었어요
3,저는 화학도 가르쳐요
3,저도 화학을 가르쳐요
3,저는 아빠에게 사과하기 싫어요
3,우리 회사가 내일부터 모든 시설을 대체하기 시작할 거예요
3,그녀가 예쁘기도 해요
3,내가 밥을 먹기도 했어
3,그녀도 예뻐요
3,그녀가 예쁘기도 해요
3,나도 밥을 먹었어
3,내가 밥도 먹었어
3,내가 밥을 먹기도 했어
3,그녀가 예쁘기도 해요
3,내가 밥을 먹기도 했어
3,그녀가 매우 똑똑하고 친절해요
3,"네, 그녀가 예쁘기도 해요"
3,우리 학교에서 많은 학생들이 대학교에 진학해요
3,그리고 몇몇 학생들은 바로 일자리를 구하기도 해요
3,그 사람은 직업이 없어서 돈이 전혀 없어요
3,그리고 빚이 많기도 해요
3,그 남자가 악어가죽신발을 신고 있어서 못생겨 보이지 않아요?
3,"네, 머리스타일이 이상하기도 해요"
3,그녀가 예쁘고 똑똑해요
3,그녀가 예쁘기도 하고 똑똑하기도 해요
3,제가 치약과 칫솔을 샀어요
3,제가 치약을 사기도 하고 칫솔을 사기도 했어요
3,양파를 썰기도 하고 물을 끓이기도 했어요
3,끝없이 일을 하면 제가 불행하기도하고 힘들기도 해요
3,아르키메데스는 철학을 가르치기도 하고 중요한 발명품을 발명하기도 했어요
3,유럽 사람들이 쓰는 영어 억양의 개수를 세기도 하고 비교하기도 했어요
3,두 식당의 음식을 비교했지만 맛의 차이가 미묘하기도 하고 가격이 비슷하기도 했어요
3,양파를 썰기도 했고 물을 끓이기도 했어요
3,유럽 사람들이 쓰는 영어 억양의 개수를 세기도 했고 비교하기도 했어요
3,제가 피자를 먹을 때 콜라랑 먹기도 하고 물이랑 먹기도 해요
3,양파를 썰기도 하고 물을 끓이기도 했어요
3,저는 그 친구를 좋아하기도 하고 싫어하기도 해요
3,저는 아침에 차를 마시기도 하고 커피를 마시기도 해요
3,제가 나갈 때 가끔 향수를 뿌리기도 하고 가끔 안 뿌리기도 해요
3,남편을 많이 사랑하지만 가끔 밉기도 하고 귀찮기도 해요
3,저는 화요일에 테니스를 치기도 하고 배드민턴을 하기도 해요
3,우리가 만났을 때 밥을 같이 먹기도 했고 영화를 보기도 했어요
3,출력 
3,점차 
3,나는 그가 너를 좋아한다고 말했어
3,나는 그가 너를 좋아했다고 말했어
3,나는 그가 너를 좋아하겠다고 말했어
3,나는 그가 너를 좋아한다고 말하고 있어
3,나는 그가 너를 좋아한다고 말할 거야
3,나는 엄마에게 그가 너를 좋아한다고 말할 거야
3,선생님은 학생들이 늦게 
3,선생님은 학생들이 늦게 
3,선생님은 학생들이 늦게 
3,저는 밥을 안 먹었다고 말했어요
3,나는 너에게 같이 가야 한다고 했어
3,출력이 아직 안 된다고 말했어요
3,나는 아빠에게 집에 안 가겠다고 말할 거야
3,나는 선생님에게 열심히 공부했다고 말했어
3,저는 오늘 1시 정각에 도착하겠다고 말했어요
3,이 길에 큰 자동차가 운전하면 안 된다고 말했어요
3,저는 그 밧줄의 길이를 늘여야 된다고 이미 말했어요
3,현금인출기에서 현금을 뽑으러 은행에 가야 된다고 말할 거예요
3,그는 공부하지 않았다고 했어요
3,저는 밥을 안 먹었다고 했어요
3,밧줄의 길이가 너무 부족하다고 했어요
3,아빠가 오늘 잡은 물고기가 너무 조그맣다고 했어요
3,우리 아빠는 자기가 어렸을 때 너무 행복했다고 했어요
3,우리가 같이 먹었을 때 저는 배고프지 않다고 했어요
3,대부분 사람들이 이 영화의 주인공이 아주 잘생겼다고 말해요
3,서울 사람들은 서울시 고등학교 교육과정이 불만족스럽다고 말해요
3,학생이 이해할 수 없다고 했어요
3,저는 학교에 갈 수 없다고 했어요
3,그는 다음 주 목요일에 여행할 수 있다고 했어요
3,저는 현금이 없다고 해서 현금인출기에 갔어요
3,저는 여자 친구에게 같이 가고 싶은 데가 있다고 말했어요
3,제가 계속 아무 것도 필요가 없다고 했지만 엄마가 선물을 사 줬어요
3,저는 모든 나라가 민주주의 국가로 변하는 것을 상상할 수 없다고 말했어요
3,나는 새로운 차를 사고 싶다고 했어
3,이 장소에서 나무를 심고 싶다고 말했어요
3,그가 선생님이었다고 했어요
3,경찰관은 거리에 있었던 사람들이 시위자들이었다고 했어요
3,그가 의사이
3,그가 의사
3,우리 선생님은 제가 나쁜 학생
3,나는 내일 친구를 만날 거야
3,저는 내일 학교에 갈 것입니다
3,저는 영어를 공부할 거예요
3,나는 밥을 먹을 것이라고 했어
3,나는 밥을 먹을 거이라고 했어
3,나는 밥을 먹을 거라고 했다
3,저는 밖에 갈 수 없을 거라고 했어요
3,저는 우리 가족에게 이 사람이 저의 여자 친구라고 했어요
3,나는 너에게 그것이 해야 하는 일이라고 벌써 말했어
3,제가 제일 하고 싶은 것은 밥을 먹는 거라고 했어요
3,제가 제일 좋아하는 여자를 가리킬 거라고 했어요
3,저는 그 여자가 별로 안 예쁘다고 생각해요
3,캐나다와 미국이 비슷하지 않다고 생각합니다
3,저는 이 소설가가 다른 소설가들보다 월등히 낫다고 생각합니다
3,저는 우리 팀이 이길 거라고 믿어요
3,저는 착하게 산다고 믿어요
3,사람들은 그 건물을 한국타워라고 불러요
3,밥을 많이 먹을 수 있는 사람들을 식신이라고 불러요
3,캐나다에서 사람들은 이런 종류의 음식을 푸틴이라고 불러요
3,"안녕하세요, 저는 캐나다에서 온 김의지라고 합니다"
3,"안녕하세요, 저는 강남고등학교 2학년 3반 김의지라고 합니다"
3,현금을 내일 주겠다고 약속했다
3,지금부터 열심히 하겠다고 약속했다
3,제가 아빠에게 숙제를 다 할 거라고 약속했어요
3,이 정보를 내일까지 다 입력해 줄 거라고 약속했어요
3,오빠가 이거를 안 한다고 
3,오빠가 이거를 안 한다고 
3,오빠가 이거를 안 한다고 
3,뭐라고 했어요?
3,뭐라고 말했어요?
3,아빠가 뭐라고 말했어요?
3,의사가 뭐라고 말했어요?
3,밥을 먹기 싫어
3,밥을 먹기 싫다고?
3,저는 내일 캐나다에 갈 거예요
3,내일 캐나다에 갈 거라고요?
3,저의 몸이 몹시 피곤해요
3,이 상황이 점차 나빠지고 있어요
3,나빠지고 있다고요?
3,그는 돈이 없다고 했어요
3,돈이 있다고?
3,"아니요, "
3,그가 나를 싫어한다는 것을 알아
3,그가 나를 싫어한다는 것을 알아
3,그 여자가 다른 남자랑 애기가 있다는 소문이 있습니다
3,그 여자의 남편이 비서랑 바람을 피운다는 소문이 있어요
3,그녀가 시험에 떨어졌다는 소문을 들었어요
3,그녀는 아이가 죽었다는 사실을 숨겼어요
3,부장님이 작년에 미국에 갔다는 것을 잊어버렸어요
3,그녀가 곧 결혼할 거라는 사실을 잊어버렸어요
3,대통령이 한국에서 떠날 거라는 소문이 있다
3,너의 여자 친구가 예쁘다는 것을 잊어버렸어
3,애기가 침을 흘려서 애기에게 턱받이를 해 주자
3,사람들이 여기 맛이 없다고 불평해서 다른 식당에 가자
3,아빠가 밥을 먹자고 했어
3,여자 친구가 공원에 가자고 했어
3,선생님이 수업 시간 동안 열심히 공부하자고 했어요
3,우리가 서울에 가면 서울 곳곳을 구경하자고 했어요
3,우리 아들은 나한테 자꾸 부산에 가자고 졸랐어
3,여자친구가 산책하자고 했지만 저는 너무 피곤해서 안 갔어요
3,그가 무엇을 좋아하느냐고 물어봤어요
3,그가 무엇을 좋아하느냐고 물어봤어요
3,우리 아빠는 나에게 어디 가느냐고 물어봤어
3,우리 아빠는 나에게 어디 갔느냐고 물어봤어
3,우리 아빠는 나에게 어디 가겠느냐고 물어봤어
3,나는 여자 친구에게 뭐 먹었느냐고 물어봤어
3,나는 여자 친구에게 뭐 먹었느냐고 물어보고 있어
3,나는 여자 친구에게 뭐 먹었느냐고 물어볼 거야
3,지진이 어떻게 생기느냐고 물어봤다
3,이 반팔을 입어야 되느냐고 물어봤어요
3,사위가 어디 갔느냐고 물어봤어요
3,저는 부장님에게 우리가 그렇게 해야 하느냐고 물어봤어요
3,냉동실에서 왜 열이 나오느냐고 물어봤어요
3,학생에게 학교 안에서 침을 왜 뱉었느냐고 물어봤어요
3,우리가 남들을 왜 잘 대해야 하느냐고 물어봤어요
3,지진이 어떻게 생기냐고 물어봤다
3,저는 부장님에게 우리가 그렇게 해야 하냐고 물어봤어요
3,냉동실에서 왜 열이 나오냐고 물어봤어요
3,이 반팔을 입어야 되냐고 물어봤어요
3,사위가 어디 갔냐고 물어봤어요
3,학생에게 학교 안에서 침을 왜 뱉었냐고 물어봤어요
3,우리가 남들을 왜 잘 대해야 하냐고 물어봤어요
3,저는 친구에게 그 여자가 예쁘냐고 물어봤어요
3,아빠에게 지금 편안하냐고 물어봤어
3,너의 며느리가 아름다우냐고 물어보고 싶어
3,냉동실이 왜 이렇게 추우냐고 물어봤어
3,이런 반팔이 집에 많으냐고 물어봤어
3,이런 반팔이 집에 많으냐고 물어봤어
3,이런 반팔이 집에 많냐고 물어봤어
3,그는 뭐 먹고 싶으냐고 물어봤어
3,그 사람이 나한테 앞날에 뭐 하고 싶으냐고 물어봤어
3,저는 그에게 수영할 수 있느냐고 물어봤어요
3,아빠에게 엄마를 왜 함부로 대하고 있느냐고 물어봤어요
3,동생에게 환경을 왜 파괴하고 있느냐고 물어봤어요
3,그 숙녀가 남의 눈을 피하고 싶어서 우연히 호텔을 찾아서 혹시 잠깐 들어갈 수 있느냐고 물어봤어요
3,나는 그 사람이 의사이냐고 물어봤어
3,나는 그 사람이 의사냐고 물어봤어
3,나는 그 사람이 우리 선생님이냐고 물어봤어
3,방학은 언제야?
3,그곳이 어디야?
3,이것이 뭐야?
3,방학이 언제(이)냐고 물어봤어
3,그곳이 어디(이)냐고 물어봤어
3,그것이 뭐(이)냐고 물어봤어
3,그 사람이 누구(이)냐고 물어봤어
3,이 신사가 누구냐고 물어봤습니다
3,저는 제 친구에게 한국으로 이사하고 싶은 이유가 뭐냐고 물어봤어요
3,제가 점원에게 그 핸드폰이 좋은 핸드폰이냐고 물어봤지만 그는 모른다고 했어요
3,저 학교를 다니는 학생들이 똑똑한 학생들이냐고 물어봤어요
3,나는 그들에게 결혼식에 갈 거냐고 물어봤어
3,나는 그에게 어디 갈 거냐고 물어봤어
3,저는 그에게 앞날에 뭐 할 거냐고 물어보고 싶어요
3,그는 저한테 여자친구랑 언제 결혼할 거냐고 물어봤어요
3,그는 “제가 하고 싶지 않습니다” 라고 했어요
3,그는 “너를 사랑해”라고 했어
3,우리 아빠는 저에게 밥을 빨리 먹으라고 했어요
3,선생님은 학생들에게 열심히 공부하라고 했어요
3,나는 애기에게 우유를 마시라고 했어
3,버스 아저씨가 나한테 올라타라고 했어요
3,식중독에 걸리면 물을 많이 마시라고 했어요
3,애기가 배가 고파서 남편에게 밥을 먹이라고 했어요
3,어머니는 아들한테 밥을 먹으러 빨리 오라고 했어요
3,회사를 자유롭게 운영하고 싶으면 혼자 하라고 했어요
3,엄마가 한 조각 더 먹으라고 했지만 제가 배불러서 더 못 먹었어요
3,저는 직원들에게 불만이 있으면 저에게 아무 때나 말을 하라고 했어요
3,우리가 오랜만에 만날 거라서 저는 친구에게 우리 집에 오라고 했어요
3,저의 한국어 선생님이 모든 한국 사람들이랑 존댓말을 하라고 말씀하셨어요
3,대학교 때 자유롭게 공부하고 싶으면 지도교사가 전공을 나중에 선택하라고 말했어요
3,한국어실력을 늘리고 싶으면 선생님이 한국 사람들이랑 의사소통을 많이 하라고 그랬어요
3,그렇게 하지 말라고 했어
3,불을 만지지 말라고 했어
3,밥을 그렇게 빨리 먹지 말라고 했어요
3,선생님은 수업에 늦게 오지 말라고 했어요
3,선생님이 복도에서 뛰지 말라고 했어요
3,차에 제발 토하지 말라고 했어요
3,여자친구는 다른 여자와 대화를 하지 말라고 했어요
3,제가 공부하는 동안 저에게 얘기하지 말라고 그랬어요
3,중요한 내용이 없어서 회의를 참석하지 말라고 했어요
3,남자 친구에게 계속 과장하지 말라고 했지만 그는 한 달에 거의 500 만 원을 번다고 했어요
3,신입사원을 만나러 나가
3,매출이 왜 떨어졌는지 설명해라
3,우리가 지난 주에 영화를 네 편 봤다고 했어요
3,설문조사를 벌써 작성했다고 했어요
3,신발끈이 풀려 있어서 묶으라고 했어요
3,고급시험을 봐 보라고 했어요
3,그 펜을 주세요
3,나를 내버려둬 주세요
3,밥(을) 주세요
3,밥(을) 달라고 했어요
3,밥(을) 주세요
3,밥(을) 달라고 했어요
3,애기에게 밥을 줘
3,애기에게 밥을 주라고 했어
3,휴지를 달라고 했어요
3,맥주 한 병을 달라고 했어요
3,엄마가 숟가락과 칼을 달라고 했어
3,우리 아들은 계속 용돈을 달라고 졸라요
3,부장은 사원에게 창고에 있는 자전거를 달라고 했어요
3,저의 머리카락을 꼬지 말아 달라고 했어요
3,학생은 선생님에게 성적을 올려 달라고 했어요
3,다음 주에 입주할 거라서 그때 와 달라고 했어요
3,비타민이 풍부하게 들어가 있는 과일만 사 달라고 했어요
3,어떤 공무원이 우리 집에 와서 설문조사를 답해 달라고 했어요
3,그들에게 조용히 해 달라고 했지만 그들은 아직 너무 시끄러워요
3,부장님은 우리회사가 행사를 개최할 때 끝까지 애써 달라고 했어요
3,할아버지가 이 컴퓨터를 어떻게 쓰는지를 설명해 달라고 했지만 세대 차이 때문에 아주 힘들었어요
3,저는 부탁이 하나 있어요
3,저는 부탁이 하나 있어요
3,저는 더 자세한 설명을 부탁했어요
3,남편에게 청소를 부탁했어요
3,저는 신입사원에게 그 일을 부탁했어요
3,빨래를 아들에게 부탁하고 집에서 나왔어요
3,밥을 빨리 만들어 달라고 부탁했어요
3,저는 그에게 더 자세히 설명해 달라고 부탁했어요
3,밥을 빨리 만들어 달라고 부탁 드렸어요
3,엄마에게 그것을 사 달라고 부탁 드렸어요
3,나는 그를 공부하게 했다
3,나는 그를 공부하게 했다
3,저는 그를 자게 할 거예요
3,학생들은 선생님을 화나게 했어요
3,저는 학생들을 바로 준비하게 했어요
3,저는 아들을 오늘 아침에 일찍 일어나게 했어요
3,저는 딸을 상점에서 조금 더 둘러보게 했어요
3,제가 축제에 가게 해 주세요
3,저는 학생들을 공부하게 해 주었어요
3,저는 저의 여자 친구를 행복하게 했어요
3,저는 저의 여자 친구를 행복하게 해 주었어요
3,제가 한국말을 할 수 있어서 저는 한국 사람들을 항상 놀라게 해요
3,엄마가 저에게 선물을 줘서 저를 놀라게 했어요
3,저는 우리 엄마를 슬프게 했어요
3,애기를 무섭게 하지 마세요!
3,아빠는 저를 피곤하게 했어요
3,저의 남자 친구가 저의 기분을 상하게 했어요
3,네가 그렇게 말하면 나를 창피하게 할 거야
3,손님들이 우리 집에 오면 저는 항상 손님들을 편하게 하려고 노력해요
3,저는 잘생긴 친구를 데려가서 저의 남자 친구를 질투하게 했어요
3,나는 그를 공부하게 했다
3,나는 그가 한국어를 공부하게 했다
3,나는 그를 이해하게 했다
3,나는 그가 한국어 문법을 이해하게 했다
3,나는 학생들이 내 말을 듣게 했어
3,저는 남편이 결혼반지를 끼게 했어요
3,그 날씬한 여자가 저를 좋아하게 하고 싶어요
3,저는 학생이 더 좋은 부전공을 선택하게 했어요
3,저는 엄마가 저를 위해 도시락을 싸게 했어요
3,노동자들이 박스를 트럭에 싣게 했어요
3,저는 학생들이 이 형식을 따르게 했어요
3,저는 햇빛이 안 들어오게 했어요
3,저는 친구가 그 이상한 집을 들여다보게 했어요
3,저는 우리 아들이 다른 진로를 고르게 할 거예요
3,저는 학생들이 정답을 맞힐 때까지 계속 해 보게 했어요
3,저는 선수가 자기 한계에 도달할 때까지 계속 운동하게 했어요
3,선생님은 제가 칠판을 보게 했어요
3,선생님은 제가 칠판을 보게 불을 켰어요
3,제가 잘 들을 수 있게 크게 말해 주세요
3,음식을 좀 만들게 재료를 사 와
3,애기가 깨지 않게 조용히 노크해 주세요
3,도구를 찾을 수 있게 불을 켰어요
3,저는 학생들이 다 이해할 수 있게 설명했어요
3,햇빛이 안 들어오게 커튼을 내려 주세요
3,뒤에 있는 차가 저의 시야에 있게 거울을 조금 움직였어요
3,저는 학생들이 과정을 더 잘 이해할 수 있게 저는 다시 설명해 주었어요
3,무엇을 사야 되는지를 깜빡하지 않게 목록을 작성하세요
3,선생님들은 학생들이 목표를 성취하게 하기 위해 열심히 일해요
3,사람들이 모두 보게 안내문을 벽에 붙였다
3,사람들이 모두 보
3,선생님은 학생들을 방과후 수업 시간 동안 공부시켰어요
3,경찰관은 남자에게 음주운전이 왜 위험한지를 이해시켰어요
3,그 할아버지가 저에게 뱀을 어떻게 잡는지를 많이 연습시켰어요
3,제가 실업자라는 것이 저의 어머니를 실망시켰어요
3,저는 열심히 일해서 부장님을 만족시켰어요
3,저는 다람쥐를 잡고 목욕시켰어요
3,저는 방과후 수업 시간 동안 한국어를 공부했어요
3,제가 음주운전이 왜 위험한지를 이해해요
3,저는 뱀을 어떻게 잡는지를 많이 연습했어요
3,저는 실망했어요
3,저는 만족해요
3,저는 집에 가서 목욕했어요
3,저는 엄마의 말을 듣고 아주 감동했어요
3,저는 하루 종일 열심히 일해서 엄마를 감동시켰어요
3,우리가 오늘 무엇에 대해 배울지 잠깐 소개해 주겠습니다
3,저는 저의 여자 친구를 저의 부장님께 소개시켰어요
3,말을 그만하고 진정하세요
3,저는 시험 전에 긴장하는 학생을 진정시켰어요
3,그런 것을 하고 싶으면 특별한 훈련을 해야 돼요
3,저의 이웃사람이 제 강아지를 잘 훈련시켰어요
3,새로운 스타워즈 영화가 곧 나올 거라는 것을 듣고 아주 흥분했어요
3,그 뉴스는 시민들을 흥분시켰어요
3,우리는 지난 10년 동안 서로 싫어했지만 드디어 화해했어요
3,저는 우리 아버지와 우리 어머니를 화해시켰어요
3,저는 신입사원들을 주말에 교육했어요
3,저는 신입사원들을 주말에 교육시켰어요
3,저의 남자 친구가 저를 자꾸 자극했어요
3,저의 남자 친구가 저를 자꾸 자극시켰어요
3,그 의사는 고통으로 울고 있는 환자를 안정시켰어요
3,노동자들이 무너질 것 같은 벽을 안정시켰어요
3,다시 한번 작년 사고를 상기하고 철저히 준비해 주세요
3,저는 매일 저의 여자친구에게 제가 그녀를 사랑하는 것을 상기시켜요
3,선생님은 학생들에게 숙제를 해야 하는 것을 상기시켰어요
3,저는 회사원들에게 일을 시켰어요
3,저는 회사원들에게 일을 시켰어요
3,저는 학생들에게 교실 청소를 시켰어요
3,저는 학생들에게 교실을 청소하라고 시켰어요
3,저는 학생들이 교실을 청소하게 시켰어요
3,그 정보가 불확실해서 직원에게 확인을 시켰어요
3,그 정보가 불확실해서 직원에게 확인하라고 시켰어요
3,그 정보가 불확실해서 직원이 확인하게 시켰어요
3,저는 아들과 아들 친구들이 소파를 저 방으로 옮기라고 시켰어요
3,저는 아들과 아들 친구들이 소파를 저 방으로 옮기게 시켰어요
3,지금 안 하면 내가 너에게 당장 노래를 시킬 거야
3,지금 안 하면 내가 너에게 당장 노래하라고 시킬 거야
3,지금 안 하면 내가 너에게 당장 노래하게 시킬 거야
3,저는 학생들에게 영어 공부를 시킬 거예요
3,저는 학생들에게 영어를 공부하라고 시킬 거예요
3,저는 학생들에게 영어를 공부하게 시킬 거예요
3,저는 남편에게 쌀을 사라고 심부름을 시켰어요
3,다람쥐를 우리에 넣으라고 시켰어요
3,애기를 포대기로 싸라고 시켰어요
3,밥을 시켰어요?
3,뭐 시키고 싶어요?
3,저는 삼겹살을 시켰어요
3,데려다 주다
3,(첫눈에) 반하다
3,저는 빵이나 밥을 먹고 싶어요
3,저는 빵이나 밥을 먹고 싶어요
3,저는 술이나 콜라를 마시고 싶어요
3,딸이나 아들을 낳고 싶어요?
3,저는 저 남자나 저 여자를 뽑을 거예요
3,양식이나 그런 것을 작성 안 해도 돼요?
3,대학교에서 철학이나 화학을 공부하고 싶어요?
3,오늘 학생들이랑 체육관에서 재미있는 활동이나 게임을 할 거예요
3,우리 엄마나 우리 아빠가 저를 차로 거기까지 데려다 줄 거예요
3,저 선수나 이 선수가 오늘 새로운 기록을 세울 것 같아요
3,밥이나 먹을래?
3,밥이나 먹을래?
3,저는 공부나 할 거예요
3,산책이나 할래요?
3,영화나 보자
3,그냥 줄거리나 설명해 주세요
3,운동이나 할래?
3,돈이나 주세요
3,아무 거나
3,아무 데나
3,아무 때나
3,아무 거나
3,아무 데나
3,아무 때나
3,아무 거나
3,아무 데나
3,아무 때나
3,저는 아무 데나 가고 싶어요
3,중간지점에나 데려다 주는 게 어때요?
3,저는 캐나다나 미국에서 일하고 싶어요
3,저는 버스나 택시로 갈 거예요
3,농구를 체육관이나 밖에서 하고 싶어?
3,선생님! 시험을 어렵게나 길게 만들지 말아 주세요!
3,주위를 살피고 저쪽으로나 이쪽으로 가세요
3,여자 친구를 위해 편지를 쓰거나 선물을 사 줄 거예요
3,저는 빵이나 밥을 먹고 싶어요
3,여자 친구를 위해 편지를 쓰거나 선물을 사 줄 거예요
3,신발끈을 묶거나 신발을 벗으세요
3,오래된 차를 고치거나 새로운 차를 사야 돼요
3,제가 하는 말에 뭔가를 덧붙이거나 수정하고 싶으면 지금 말씀하세요
3,이 문제가 너무 어렵거나 도움이 필요하면 교무실로 오세요
3,고객님이 호텔에 계실 때 불편하거나 필요한 것이 있으면 이 번호로 연락하면 됩니다
3,문이 완전히 열릴 때까지 버스에서 내리거나 문에 기대지 마세요
3,비가 오거나 안 오거나 중요하지 않아요
3,여자 친구를 위해 편지를 쓰거나 선물을 사 줄 거예요
3,나한테 선물을 주거나 아무 것도 안 해 주거나 나는 행복해 보여야 돼
3,(나한테 선물을 주거나 아무 것도 안 해 주거나) 나는 행복해 보여야 돼
3,학생들이 수업 시간에 자거나 열심히 공부하거나 선생님들이 수업을 해야 돼요
3,(학생들이 수업 시간에 자거나 열심히 공부하거나) 선생님들이 수업을 해야 돼요
3,나머지를 먹거나 버리거나 결정해야 돼요
3,(나머지를 먹거나 버리거나) 결정해야 돼요
3,선물을 사거나 파티에 빈손으로 들어가거나 어떻게 할지 고민 중이에요
3,(선물을 사거나 파티에 빈손으로 들어가거나) 어떻게 할지 고민 중이에요
3,생선이나 고기나 모두 좋아할 거예요
3,(생선이나 고기나) 모두 좋아할 거예요
3,이 영화나 저 영화나 둘 다 괜찮아요
3,(이 영화나 저 영화나) 둘 다 괜찮아요
3,기말고사를 부지런히 공부하거나 안 하거나 시험을 잘 못 볼 거예요
3,(기말고사를 부지런히 공부하거나 안 하거나) 시험을 잘 못 볼 거예요
3,반말을 쓰거나 존댓말을 쓰거나 모든 한국 사람들이 이해할 수 있을 거예요
3,(반말을 쓰거나 존댓말을 쓰거나 모든 한국 사람들이) 이해할 수 있을 거예요
3,대학교에 가거나 말거나 공부를 해야 돼요
3,네가 나를 사랑하거나 말거나 나는 떠날 거야
3,기말고사를 부지런히 공부하거나 말거나 시험을 잘 못 볼 거예요
3,저는 빵이나 밥을 먹고 싶어요
3,무기나 칼이 없어요
3,여자 친구를 위해 편지를 쓰거나 선물을 사 줄 거예요
3,저는 눕거나 앉을 수 없어요
3,희미한 빛이나 소리도 없었어요
3,기말고사를 볼 때 말을 하거나 밥을 먹어서는 안 돼요
3,등교를 늦게 하거나 하교를 일찍 하면 안 돼요
3,저는 그 남자를 보거나 생각하지 않을 거예요
3, 옷차림
3,만약 내가 공부했으면 시험을 합격했을 것이다
3,만약 내가 밥을 먹었으면 배고프지 않았을 것이다
3,아무리 그 제품을 반값으로 줘도 저는 안 살 거예요
3,어쩌면 그녀가 올지도 몰라요
3,어쩌면 그녀의 남자 친구가 그녀를 위해 선물을 살지 몰라요
3,어쩌면 우리가 내일 갈 수 있을지도 몰라요
3,왜 일찍 가요?
3,어쩌면 이렇게 일찍 왔어요?
3,어쩌면 비가 저렇게 많이 왔어요?
3,어쩌면 밥을 그렇게 많이 먹을 수 있어요?
3,어쩌면 시험을 그렇게 잘 봤어요?
3,어떻게 이렇게 일찍 왔어요?
3,어떻게 비가 저렇게 많이 왔어요?
3,어떻게 밥을 그렇게 많이 먹을 수 있어요?
3,어떻게 시험을 그렇게 잘 봤어요?
